Date,Open,High,Low,Close,Volume
26/01/2016,99.93,100.88,98.07,99.99,62573303
27/01/2016,96.04,96.6289,93.34,93.441,131531406
28/01/2016,93.79,94.52,92.39,94.09,55261406
29/01/2016,94.79,97.34,94.35,97.085,63332032
01/02/2016,96.47,96.71,95.4,96.43,39883758
02/02/2016,95.42,96.04,94.28,94.48,36180980
03/02/2016,95,96.84,94.08,96.35,44913700
04/02/2016,95.86,97.33,95.19,96.6,45836051
05/02/2016,96.52,96.92,93.69,94.02,45110654
08/02/2016,93.13,95.7,93.04,95.01,53689273
09/02/2016,94.29,95.94,93.93,94.99,43886551
10/02/2016,95.92,96.35,94.1,94.27,42109576
11/02/2016,93.79,94.72,92.59,93.7,49557462
12/02/2016,94.19,94.5,93.01,93.99,39956269
16/02/2016,95.02,96.85,94.61,96.555,46721854
17/02/2016,96.67,98.21,96.15,98.12,44194001
18/02/2016,98.84,98.89,96.091,96.26,38165170
19/02/2016,96,96.7599,95.8,96.04,34013144
22/02/2016,96.31,96.9,95.92,96.8708,33698898
23/02/2016,96.4,96.5,94.55,94.69,30607643
24/02/2016,93.98,96.38,93.32,96.1,35824629
25/02/2016,96.05,96.76,95.25,96.76,27217966
26/02/2016,97.2,98.0237,96.58,96.91,28691422
29/02/2016,96.86,98.23,96.65,96.69,32842946
01/03/2016,97.65,100.77,97.42,100.53,49924837
02/03/2016,100.51,100.89,99.64,100.75,32756196
03/03/2016,100.58,101.7099,100.45,101.5,35926793
04/03/2016,102.37,103.75,101.37,103.01,45731824
07/03/2016,102.39,102.83,100.96,101.87,35408621
08/03/2016,100.78,101.76,100.4,101.03,31182194
09/03/2016,101.31,101.58,100.27,101.12,27067647
10/03/2016,101.41,102.24,100.15,101.17,33120126
11/03/2016,102.24,102.28,101.5,102.23,27095608
14/03/2016,101.91,102.91,101.78,102.52,24689867
15/03/2016,103.96,105.18,103.85,104.58,39451231
16/03/2016,104.61,106.31,104.59,105.97,37547681
17/03/2016,105.52,106.47,104.96,105.8,34420705
18/03/2016,106.34,106.5,105.19,105.92,44205171
21/03/2016,105.93,107.65,105.1401,105.91,35502678
22/03/2016,105.25,107.29,105.21,106.72,32444375
23/03/2016,106.48,107.07,105.9,106.13,25703495
24/03/2016,105.47,106.25,104.89,105.67,25176791
28/03/2016,106,106.19,105.06,105.19,19168210
29/03/2016,104.89,107.79,104.88,107.7,30569338
30/03/2016,108.65,110.42,108.6,109.56,44909891
31/03/2016,109.72,109.9,108.88,108.99,24439817
01/04/2016,108.78,110,108.2,109.99,25408670
04/04/2016,110.42,112.19,110.27,111.08,36790288
05/04/2016,109.51,110.73,109.42,109.81,25877033
06/04/2016,110.23,110.98,109.2,110.96,25954276
07/04/2016,109.95,110.42,108.121,108.54,29979896
08/04/2016,108.91,109.77,108.17,108.66,23243235
11/04/2016,108.97,110.61,108.83,109.04,28152501
12/04/2016,109.34,110.5,108.66,110.44,26625716
13/04/2016,110.8,112.34,110.8,112.0192,32264823
14/04/2016,111.62,112.39,111.33,112.1,25133721
15/04/2016,112.11,112.3,109.73,109.85,46016874
18/04/2016,108.89,108.95,106.94,107.48,59898291
19/04/2016,107.88,108,106.23,106.91,31718954
20/04/2016,106.64,108.09,106.06,107.13,28488264
21/04/2016,106.93,106.93,105.52,105.97,31141087
22/04/2016,105.01,106.48,104.62,105.68,33297521
25/04/2016,105,105.65,104.51,105.08,27671738
26/04/2016,103.91,105.3,103.91,104.35,39917895
27/04/2016,96,98.71,95.68,97.82,114602142
28/04/2016,97.61,97.88,94.25,94.8075,80968631
29/04/2016,93.99,94.72,92.51,93.75,67804946
02/05/2016,93.965,94.08,92.4,93.65,47646490
03/05/2016,94.2,95.74,93.68,95.18,56237055
04/05/2016,95.2,95.9,93.82,94.19,40534526
05/05/2016,94,94.07,92.68,93.24,35296371
06/05/2016,93.37,93.45,91.85,92.72,43076300
09/05/2016,93,93.77,92.59,92.82,32505427
10/05/2016,93.33,93.57,92.11,93.39,33217012
11/05/2016,93.48,93.57,92.46,92.51,28270213
12/05/2016,92.72,92.78,89.47,90.32,75369927
13/05/2016,90,91.67,90,90.52,43899672
16/05/2016,92.39,94.39,91.65,93.88,60641355
17/05/2016,94.55,94.7,93.01,93.49,45680629
18/05/2016,94.16,95.21,93.89,94.56,41580639
19/05/2016,94.64,94.64,93.57,94.2,30218003
20/05/2016,94.64,95.43,94.52,95.22,31464654
23/05/2016,95.87,97.19,95.67,96.43,37144608
24/05/2016,97.22,98.09,96.84,97.9,34770947
25/05/2016,98.67,99.74,98.11,99.62,38036102
26/05/2016,99.68,100.73,98.64,100.41,55830053
27/05/2016,99.44,100.47,99.245,100.35,35752081
31/05/2016,99.6,100.4,98.82,99.82,39951516
01/06/2016,99.02,99.54,98.33,98.46,28918343
02/06/2016,97.6,97.84,96.63,97.72,39722330
03/06/2016,97.79,98.27,97.45,97.92,27902768
06/06/2016,97.99,101.89,97.55,98.63,23292504
07/06/2016,99.25,99.87,98.96,99.03,22409450
08/06/2016,99.02,99.56,98.68,98.94,20689762
09/06/2016,98.5,99.99,98.46,99.65,26210222
10/06/2016,98.53,99.3457,98.48,98.83,31226987
13/06/2016,98.69,99.12,97.1,97.34,36998618
14/06/2016,97.32,98.475,96.75,97.46,31726484
15/06/2016,97.82,98.41,97.03,97.14,28835503
16/06/2016,96.45,97.75,96.07,97.565,31099328
17/06/2016,96.62,96.65,95.3,95.33,58766998
20/06/2016,96,96.57,95.03,95.1,33743570
21/06/2016,94.94,96.35,94.676,95.91,34272108
22/06/2016,96.25,96.89,95.35,95.55,28522580
23/06/2016,95.94,96.29,95.25,96.1,31381839
24/06/2016,92.91,94.655,92.65,93.4,65771655
27/06/2016,93,93.05,91.5,92.08,45154582
28/06/2016,92.9,93.66,92.14,93.59,39162046
29/06/2016,93.97,94.55,93.63,94.4,35540501
30/06/2016,94.44,95.77,94.3,95.58,34299256
01/07/2016,95.49,96.465,95.33,95.89,25668072
05/07/2016,95.39,95.4,94.46,94.98,27095252
06/07/2016,94.6,95.66,94.37,95.53,30577802
07/07/2016,95.7,96.5,95.62,95.94,24095742
08/07/2016,96.49,96.89,96.05,96.68,28334676
11/07/2016,96.75,97.65,96.73,96.98,23235415
12/07/2016,97.17,97.7,97.12,97.42,23587981
13/07/2016,97.41,97.67,96.84,96.87,25358278
14/07/2016,97.39,98.99,97.32,98.79,38257003
